date,source,unit,State,year,month,value
2024-11-15,Coal,MW,Maharashtra,2024,11,24006
2024-12-15,Coal,MW,Maharashtra,2024,12,24006
2025-01-15,Coal,MW,Maharashtra,2025,1,24006
2025-02-15,Coal,MW,Maharashtra,2025,2,24666
2025-03-15,Coal,MW,Maharashtra,2025,3,24666
2025-04-15,Coal,MW,Maharashtra,2025,4,23316
2025-05-15,Coal,MW,Maharashtra,2025,5,23316
2025-06-15,Coal,MW,Maharashtra,2025,6,23316
2025-07-15,Coal,MW,Maharashtra,2025,7,23316
2025-08-15,Coal,MW,Maharashtra,2025,8,23316
2024-01-15,Oil & Gas,MW,Maharashtra,2024,1,3207.08
2024-02-15,Oil & Gas,MW,Maharashtra,2024,2,3207.08
2024-03-15,Oil & Gas,MW,Maharashtra,2024,3,3207.08
2024-04-15,Oil & Gas,MW,Maharashtra,2024,4,3207.08
2024-05-15,Oil & Gas,MW,Maharashtra,2024,5,3207.08
2024-06-15,Oil & Gas,MW,Maharashtra,2024,6,3207.08
2024-07-15,Oil & Gas,MW,Maharashtra,2024,7,3207.08
2024-08-15,Oil & Gas,MW,Maharashtra,2024,8,3207.08
2024-09-15,Oil & Gas,MW,Maharashtra,2024,9,3207.08
2024-10-15,Oil & Gas,MW,Maharashtra,2024,10,3207.08
2024-11-15,Oil & Gas,MW,Maharashtra,2024,11,3207.08
2024-12-15,Oil & Gas,MW,Maharashtra,2024,12,3207.08
2025-01-15,Oil & Gas,MW,Maharashtra,2025,1,3207.08
2025-02-15,Oil & Gas,MW,Maharashtra,2025,2,3207.08
2025-03-15,Oil & Gas,MW,Maharashtra,2025,3,3207.08
2025-04-15,Oil & Gas,MW,Maharashtra,2025,4,2819.08
2025-05-15,Oil & Gas,MW,Maharashtra,2025,5,2819.08
2025-06-15,Oil & Gas,MW,Maharashtra,2025,6,2819.08
2025-07-15,Oil & Gas,MW,Maharashtra,2025,7,2819.08
2025-08-15,Oil & Gas,MW,Maharashtra,2025,8,2819.08
2024-01-15,Nuclear,MW,Maharashtra,2024,1,1400
2024-02-15,Nuclear,MW,Maharashtra,2024,2,1400
2024-03-15,Nuclear,MW,Maharashtra,2024,3,1400
2024-04-15,Nuclear,MW,Maharashtra,2024,4,1400
2024-05-15,Nuclear,MW,Maharashtra,2024,5,1400
2024-06-15,Nuclear,MW,Maharashtra,2024,6,1400
2024-07-15,Nuclear,MW,Maharashtra,2024,7,1400
2024-08-15,Nuclear,MW,Maharashtra,2024,8,1400
2024-09-15,Nuclear,MW,Maharashtra,2024,9,1400
2024-10-15,Nuclear,MW,Maharashtra,2024,10,1400
2024-11-15,Nuclear,MW,Maharashtra,2024,11,1400
2024-12-15,Nuclear,MW,Maharashtra,2024,12,1400
2025-01-15,Nuclear,MW,Maharashtra,2025,1,1400
2025-02-15,Nuclear,MW,Maharashtra,2025,2,1400
2025-03-15,Nuclear,MW,Maharashtra,2025,3,1400
2025-04-15,Nuclear,MW,Maharashtra,2025,4,1400
2025-05-15,Nuclear,MW,Maharashtra,2025,5,1400
2025-06-15,Nuclear,MW,Maharashtra,2025,6,1400
2025-07-15,Nuclear,MW,Maharashtra,2025,7,1400
2025-08-15,Nuclear,MW,Maharashtra,2025,8,1400
2024-01-15,Hydro,MW,Maharashtra,2024,1,3047
2024-02-15,Hydro,MW,Maharashtra,2024,2,3047
2024-03-15,Hydro,MW,Maharashtra,2024,3,3047
2024-04-15,Hydro,MW,Maharashtra,2024,4,3047
2024-05-15,Hydro,MW,Maharashtra,2024,5,3047
2024-06-15,Hydro,MW,Maharashtra,2024,6,3047
2024-07-15,Hydro,MW,Maharashtra,2024,7,3047
2024-08-15,Hydro,MW,Maharashtra,2024,8,3047
2024-09-15,Hydro,MW,Maharashtra,2024,9,3047
2024-10-15,Hydro,MW,Maharashtra,2024,10,3047
2024-11-15,Hydro,MW,Maharashtra,2024,11,3047
2024-12-15,Hydro,MW,Maharashtra,2024,12,3047
2025-01-15,Hydro,MW,Maharashtra,2025,1,3047
2025-02-15,Hydro,MW,Maharashtra,2025,2,3047
2025-03-15,Hydro,MW,Maharashtra,2025,3,3047
2025-04-15,Hydro,MW,Maharashtra,2025,4,3047
2025-05-15,Hydro,MW,Maharashtra,2025,5,3047
2025-06-15,Hydro,MW,Maharashtra,2025,6,3047
2025-07-15,Hydro,MW,Maharashtra,2025,7,3047
2025-08-15,Hydro,MW,Maharashtra,2025,8,3047
2024-01-15,Solar,MW,Maharashtra,2024,1,5704.55
2024-02-15,Solar,MW,Maharashtra,2024,2,5713.85
2024-03-15,Solar,MW,Maharashtra,2024,3,6249.67
2024-04-15,Solar,MW,Maharashtra,2024,4,6308.41
2024-05-15,Solar,MW,Maharashtra,2024,5,6389.48
2024-06-15,Solar,MW,Maharashtra,2024,6,6591.41
2024-07-15,Solar,MW,Maharashtra,2024,7,7156.68
2024-08-15,Solar,MW,Maharashtra,2024,8,7383.34
2024-09-15,Solar,MW,Maharashtra,2024,9,7500.74
2024-10-15,Solar,MW,Maharashtra,2024,10,8133.57
2024-11-15,Solar,MW,Maharashtra,2024,11,8363.55
2024-12-15,Solar,MW,Maharashtra,2024,12,8989.36
2025-01-15,Solar,MW,Maharashtra,2025,1,9337.04
2025-02-15,Solar,MW,Maharashtra,2025,2,9881.37
2025-03-15,Solar,MW,Maharashtra,2025,3,10687.27
2025-04-15,Solar,MW,Maharashtra,2025,4,11151.53
2025-05-15,Solar,MW,Maharashtra,2025,5,11827.63
2025-06-15,Solar,MW,Maharashtra,2025,6,12575.27
2025-07-15,Solar,MW,Maharashtra,2025,7,13336.82
2025-08-15,Solar,MW,Maharashtra,2025,8,15005.25
2024-01-15,Wind,MW,Maharashtra,2024,1,5157.98
2024-02-15,Wind,MW,Maharashtra,2024,2,5195.38
2024-03-15,Wind,MW,Maharashtra,2024,3,5207.98
2024-04-15,Wind,MW,Maharashtra,2024,4,5212.18
2024-05-15,Wind,MW,Maharashtra,2024,5,5212.18
2024-06-15,Wind,MW,Maharashtra,2024,6,5212.18
2024-07-15,Wind,MW,Maharashtra,2024,7,5212.18
2024-08-15,Wind,MW,Maharashtra,2024,8,5212.18
2024-09-15,Wind,MW,Maharashtra,2024,9,5214.28
2024-10-15,Wind,MW,Maharashtra,2024,10,5216.38
2024-11-15,Wind,MW,Maharashtra,2024,11,5216.38
2024-12-15,Wind,MW,Maharashtra,2024,12,5216.38
2025-01-15,Wind,MW,Maharashtra,2025,1,5226.28
2025-02-15,Wind,MW,Maharashtra,2025,2,5279.08
2025-03-15,Wind,MW,Maharashtra,2025,3,5284.61
2025-04-15,Wind,MW,Maharashtra,2025,4,5284.61
2025-05-15,Wind,MW,Maharashtra,2025,5,5291.21
2025-06-15,Wind,MW,Maharashtra,2025,6,5307.71
2025-07-15,Wind,MW,Maharashtra,2025,7,5358.71
2025-08-15,Wind,MW,Maharashtra,2025,8,5494.31
2024-01-15,Small-Hydro,MW,Maharashtra,2024,1,382.28
2024-02-15,Small-Hydro,MW,Maharashtra,2024,2,382.28
2024-03-15,Small-Hydro,MW,Maharashtra,2024,3,382.28
2024-04-15,Small-Hydro,MW,Maharashtra,2024,4,384.28
2024-05-15,Small-Hydro,MW,Maharashtra,2024,5,384.28
2024-06-15,Small-Hydro,MW,Maharashtra,2024,6,384.28
2024-07-15,Small-Hydro,MW,Maharashtra,2024,7,384.28
2024-08-15,Small-Hydro,MW,Maharashtra,2024,8,384.28
2024-09-15,Small-Hydro,MW,Maharashtra,2024,9,384.28
2024-10-15,Small-Hydro,MW,Maharashtra,2024,10,384.28
2024-11-15,Small-Hydro,MW,Maharashtra,2024,11,384.28
2024-12-15,Small-Hydro,MW,Maharashtra,2024,12,384.28
2025-01-15,Small-Hydro,MW,Maharashtra,2025,1,384.28
2025-02-15,Small-Hydro,MW,Maharashtra,2025,2,384.28
2025-03-15,Small-Hydro,MW,Maharashtra,2025,3,384.28
2025-04-15,Small-Hydro,MW,Maharashtra,2025,4,384.28
2025-05-15,Small-Hydro,MW,Maharashtra,2025,5,384.28
2025-06-15,Small-Hydro,MW,Maharashtra,2025,6,384.28
2025-07-15,Small-Hydro,MW,Maharashtra,2025,7,384.28
2025-08-15,Small-Hydro,MW,Maharashtra,2025,8,384.28
2024-01-15,Bio Power,MW,Maharashtra,2024,1,2643.19
2024-02-15,Bio Power,MW,Maharashtra,2024,2,2643.19
2024-03-15,Bio Power,MW,Maharashtra,2024,3,2643.19
2024-04-15,Bio Power,MW,Maharashtra,2024,4,2643.19
2024-05-15,Bio Power,MW,Maharashtra,2024,5,2643.19
2024-06-15,Bio Power,MW,Maharashtra,2024,6,2644.75
2024-07-15,Bio Power,MW,Maharashtra,2024,7,2644.75
2024-08-15,Bio Power,MW,Maharashtra,2024,8,2644.75
2024-09-15,Bio Power,MW,Maharashtra,2024,9,2984.05
2024-10-15,Bio Power,MW,Maharashtra,2024,10,2984.05
2024-11-15,Bio Power,MW,Maharashtra,2024,11,2984.05
2024-12-15,Bio Power,MW,Maharashtra,2024,12,2984.05
2025-01-15,Bio Power,MW,Maharashtra,2025,1,2988.22
2025-02-15,Bio Power,MW,Maharashtra,2025,2,2992.57
2025-03-15,Bio Power,MW,Maharashtra,2025,3,2998.3
2025-04-15,Bio Power,MW,Maharashtra,2025,4,2998.3
2025-05-15,Bio Power,MW,Maharashtra,2025,5,2998.3
2025-06-15,Bio Power,MW,Maharashtra,2025,6,2998.3
2025-07-15,Bio Power,MW,Maharashtra,2025,7,2998.3
2025-08-15,Bio Power,MW,Maharashtra,2025,8,2998.3
2024-01-15,Coal,MW,Gujarat,2024,1,16092
2024-02-15,Coal,MW,Gujarat,2024,2,16092
2024-03-15,Coal,MW,Gujarat,2024,3,16092
2024-04-15,Coal,MW,Gujarat,2024,4,16092
2024-05-15,Coal,MW,Gujarat,2024,5,16092
2024-06-15,Coal,MW,Gujarat,2024,6,16092
2024-07-15,Coal,MW,Gujarat,2024,7,16092
2024-08-15,Coal,MW,Gujarat,2024,8,16092
2024-09-15,Coal,MW,Gujarat,2024,9,16092
2024-10-15,Coal,MW,Gujarat,2024,10,16092
2024-11-15,Coal,MW,Gujarat,2024,11,16092
2024-12-15,Coal,MW,Gujarat,2024,12,16092
2025-01-15,Coal,MW,Gujarat,2025,1,16092
2025-02-15,Coal,MW,Gujarat,2025,2,16092
2025-03-15,Coal,MW,Gujarat,2025,3,16092
2025-04-15,Coal,MW,Gujarat,2025,4,16092
2025-05-15,Coal,MW,Gujarat,2025,5,16092
2025-06-15,Coal,MW,Gujarat,2025,6,16092
2025-07-15,Coal,MW,Gujarat,2025,7,16092
2025-08-15,Coal,MW,Gujarat,2025,8,16092
2024-01-15,Oil & Gas,MW,Gujarat,2024,1,7551.41
2024-02-15,Oil & Gas,MW,Gujarat,2024,2,7551.41
2024-03-15,Oil & Gas,MW,Gujarat,2024,3,7551.41
2024-04-15,Oil & Gas,MW,Gujarat,2024,4,7551.41
2024-05-15,Oil & Gas,MW,Gujarat,2024,5,7551.41
2024-06-15,Oil & Gas,MW,Gujarat,2024,6,7551.41
2024-07-15,Oil & Gas,MW,Gujarat,2024,7,7551.41
2024-08-15,Oil & Gas,MW,Gujarat,2024,8,7551.41
2024-09-15,Oil & Gas,MW,Gujarat,2024,9,7551.41
2024-10-15,Oil & Gas,MW,Gujarat,2024,10,7551.41
2024-11-15,Oil & Gas,MW,Gujarat,2024,11,7551.41
2024-12-15,Oil & Gas,MW,Gujarat,2024,12,7551.41
2025-01-15,Oil & Gas,MW,Gujarat,2025,1,7551.41
2025-02-15,Oil & Gas,MW,Gujarat,2025,2,7551.41
2025-03-15,Oil & Gas,MW,Gujarat,2025,3,6896.41
2025-04-15,Oil & Gas,MW,Gujarat,2025,4,6580.31
2025-05-15,Oil & Gas,MW,Gujarat,2025,5,6580.31
2025-06-15,Oil & Gas,MW,Gujarat,2025,6,6580.31
2025-07-15,Oil & Gas,MW,Gujarat,2025,7,6580.31
2025-08-15,Oil & Gas,MW,Gujarat,2025,8,6580.31
2024-01-15,Nuclear,MW,Gujarat,2024,1,1140
2024-02-15,Nuclear,MW,Gujarat,2024,2,1140
2024-03-15,Nuclear,MW,Gujarat,2024,3,1840
2024-04-15,Nuclear,MW,Gujarat,2024,4,1840
2024-05-15,Nuclear,MW,Gujarat,2024,5,1840
2024-06-15,Nuclear,MW,Gujarat,2024,6,1840
2024-07-15,Nuclear,MW,Gujarat,2024,7,1840
2024-08-15,Nuclear,MW,Gujarat,2024,8,1840
2024-09-15,Nuclear,MW,Gujarat,2024,9,1840
2024-10-15,Nuclear,MW,Gujarat,2024,10,1840
2024-11-15,Nuclear,MW,Gujarat,2024,11,1840
2024-12-15,Nuclear,MW,Gujarat,2024,12,1840
2025-01-15,Nuclear,MW,Gujarat,2025,1,1840
2025-02-15,Nuclear,MW,Gujarat,2025,2,1840
2025-03-15,Nuclear,MW,Gujarat,2025,3,1840
2025-04-15,Nuclear,MW,Gujarat,2025,4,1840
2025-05-15,Nuclear,MW,Gujarat,2025,5,1840
2025-06-15,Nuclear,MW,Gujarat,2025,6,1840
2025-07-15,Nuclear,MW,Gujarat,2025,7,1840
2025-08-15,Nuclear,MW,Gujarat,2025,8,1840
2024-01-15,Hydro,MW,Gujarat,2024,1,1990
2024-02-15,Hydro,MW,Gujarat,2024,2,1990
2024-03-15,Hydro,MW,Gujarat,2024,3,1990
2024-04-15,Hydro,MW,Gujarat,2024,4,1990
2024-05-15,Hydro,MW,Gujarat,2024,5,1990
2024-06-15,Hydro,MW,Gujarat,2024,6,1990
2024-07-15,Hydro,MW,Gujarat,2024,7,1990
2024-08-15,Hydro,MW,Gujarat,2024,8,1990
2024-09-15,Hydro,MW,Gujarat,2024,9,1990
2024-10-15,Hydro,MW,Gujarat,2024,10,1990
2024-11-15,Hydro,MW,Gujarat,2024,11,1990
2024-12-15,Hydro,MW,Gujarat,2024,12,1990
2025-01-15,Hydro,MW,Gujarat,2025,1,1990
2025-02-15,Hydro,MW,Gujarat,2025,2,1990
2025-03-15,Hydro,MW,Gujarat,2025,3,1990
2025-04-15,Hydro,MW,Gujarat,2025,4,1990
2025-05-15,Hydro,MW,Gujarat,2025,5,1990
2025-06-15,Hydro,MW,Gujarat,2025,6,1990
2025-07-15,Hydro,MW,Gujarat,2025,7,1990
2025-08-15,Hydro,MW,Gujarat,2025,8,1990
2024-01-15,Solar,MW,Gujarat,2024,1,10548.72
2024-02-15,Solar,MW,Gujarat,2024,2,10760.97
2024-03-15,Solar,MW,Gujarat,2024,3,13544.88
2024-04-15,Solar,MW,Gujarat,2024,4,13797.24
2024-05-15,Solar,MW,Gujarat,2024,5,14182.98
2024-06-15,Solar,MW,Gujarat,2024,6,14358.61
2024-07-15,Solar,MW,Gujarat,2024,7,14572.11
2024-08-15,Solar,MW,Gujarat,2024,8,14745.21
2024-09-15,Solar,MW,Gujarat,2024,9,15120.73
2024-10-15,Solar,MW,Gujarat,2024,10,15305.26
2024-11-15,Solar,MW,Gujarat,2024,11,15936.11
2024-12-15,Solar,MW,Gujarat,2024,12,16795.77
2025-01-15,Solar,MW,Gujarat,2025,1,17579.8
2025-02-15,Solar,MW,Gujarat,2025,2,18125.41
2025-03-15,Solar,MW,Gujarat,2025,3,18496.66
2025-04-15,Solar,MW,Gujarat,2025,4,19421.89
2025-05-15,Solar,MW,Gujarat,2025,5,20093.26
2025-06-15,Solar,MW,Gujarat,2025,6,21451.33
2025-07-15,Solar,MW,Gujarat,2025,7,21904.55
2025-08-15,Solar,MW,Gujarat,2025,8,22806.78
2024-01-15,Wind,MW,Gujarat,2024,1,11223.82
2024-02-15,Wind,MW,Gujarat,2024,2,11249.02
2024-03-15,Wind,MW,Gujarat,2024,3,11722.72
2024-04-15,Wind,MW,Gujarat,2024,4,11783.62
2024-05-15,Wind,MW,Gujarat,2024,5,11822.98
2024-06-15,Wind,MW,Gujarat,2024,6,11852.68
2024-07-15,Wind,MW,Gujarat,2024,7,12132.78
2024-08-15,Wind,MW,Gujarat,2024,8,12163.28
2024-09-15,Wind,MW,Gujarat,2024,9,12209.18
2024-10-15,Wind,MW,Gujarat,2024,10,12314.48
2024-11-15,Wind,MW,Gujarat,2024,11,12368.48
2024-12-15,Wind,MW,Gujarat,2024,12,12473.78
2025-01-15,Wind,MW,Gujarat,2025,1,12509.98
2025-02-15,Wind,MW,Gujarat,2025,2,12583.88
2025-03-15,Wind,MW,Gujarat,2025,3,12677.48
2025-04-15,Wind,MW,Gujarat,2025,4,13514.68
2025-05-15,Wind,MW,Gujarat,2025,5,13624.78
2025-06-15,Wind,MW,Gujarat,2025,6,13816.68
2025-07-15,Wind,MW,Gujarat,2025,7,14081.48
2025-08-15,Wind,MW,Gujarat,2025,8,14235.73
2024-01-15,Small-Hydro,MW,Gujarat,2024,1,91.64
2024-02-15,Small-Hydro,MW,Gujarat,2024,2,91.64
2024-03-15,Small-Hydro,MW,Gujarat,2024,3,91.64
2024-04-15,Small-Hydro,MW,Gujarat,2024,4,91.64
2024-05-15,Small-Hydro,MW,Gujarat,2024,5,91.64
2024-06-15,Small-Hydro,MW,Gujarat,2024,6,91.64
2024-07-15,Small-Hydro,MW,Gujarat,2024,7,91.64
2024-08-15,Small-Hydro,MW,Gujarat,2024,8,91.64
2024-09-15,Small-Hydro,MW,Gujarat,2024,9,91.64
2024-10-15,Small-Hydro,MW,Gujarat,2024,10,91.64
2024-11-15,Small-Hydro,MW,Gujarat,2024,11,91.64
2024-12-15,Small-Hydro,MW,Gujarat,2024,12,106.64
2025-01-15,Small-Hydro,MW,Gujarat,2025,1,106.64
2025-02-15,Small-Hydro,MW,Gujarat,2025,2,106.64
2025-03-15,Small-Hydro,MW,Gujarat,2025,3,106.64
2025-04-15,Small-Hydro,MW,Gujarat,2025,4,106.64
2025-05-15,Small-Hydro,MW,Gujarat,2025,5,106.64
2025-06-15,Small-Hydro,MW,Gujarat,2025,6,106.64
2025-07-15,Small-Hydro,MW,Gujarat,2025,7,113.3
2025-08-15,Small-Hydro,MW,Gujarat,2025,8,113.3
2024-01-15,Bio Power,MW,Gujarat,2024,1,112.48
2024-02-15,Bio Power,MW,Gujarat,2024,2,112.48
2024-03-15,Bio Power,MW,Gujarat,2024,3,112.48
2024-04-15,Bio Power,MW,Gujarat,2024,4,112.48
2024-05-15,Bio Power,MW,Gujarat,2024,5,112.48
2024-06-15,Bio Power,MW,Gujarat,2024,6,112.98
2024-07-15,Bio Power,MW,Gujarat,2024,7,112.98
2024-08-15,Bio Power,MW,Gujarat,2024,8,112.98
2024-09-15,Bio Power,MW,Gujarat,2024,9,112.98
2024-10-15,Bio Power,MW,Gujarat,2024,10,112.98
2024-11-15,Bio Power,MW,Gujarat,2024,11,116.6
2024-12-15,Bio Power,MW,Gujarat,2024,12,116.6
2025-01-15,Bio Power,MW,Gujarat,2025,1,116.6
2025-02-15,Bio Power,MW,Gujarat,2025,2,118.1
2025-03-15,Bio Power,MW,Gujarat,2025,3,122.25
2025-04-15,Bio Power,MW,Gujarat,2025,4,129.85
2025-05-15,Bio Power,MW,Gujarat,2025,5,129.85
2025-06-15,Bio Power,MW,Gujarat,2025,6,129.85
2025-07-15,Bio Power,MW,Gujarat,2025,7,129.85
2025-08-15,Bio Power,MW,Gujarat,2025,8,129.85
2024-01-15,Coal,MW,Dadra and Nagar Haveli and Daman and Diu,2024,1,
2024-02-15,Coal,MW,Dadra and Nagar Haveli and Daman and Diu,2024,2,
2024-03-15,Coal,MW,Dadra and Nagar Haveli and Daman and Diu,2024,3,
2024-04-15,Coal,MW,Dadra and Nagar Haveli and Daman and Diu,2024,4,
2024-05-15,Coal,MW,Dadra and Nagar Haveli and Daman and Diu,2024,5,
2024-06-15,Coal,MW,Dadra and Nagar Haveli and Daman and Diu,2024,6,
2024-07-15,Coal,MW,Dadra and Nagar Haveli and Daman and Diu,2024,7,
2024-08-15,Coal,MW,Dadra and Nagar Haveli and Daman and Diu,2024,8,
2024-09-15,Coal,MW,Dadra and Nagar Haveli and Daman and Diu,2024,9,
2024-10-15,Coal,MW,Dadra and Nagar Haveli and Daman and Diu,2024,10,
2024-11-15,Coal,MW,Dadra and Nagar Haveli and Daman and Diu,2024,11,
2024-12-15,Coal,MW,Dadra and Nagar Haveli and Daman and Diu,2024,12,
2025-01-15,Coal,MW,Dadra and Nagar Haveli and Daman and Diu,2025,1,
2025-02-15,Coal,MW,Dadra and Nagar Haveli and Daman and Diu,2025,2,
2025-03-15,Coal,MW,Dadra and Nagar Haveli and Daman and Diu,2025,3,
2025-04-15,Coal,MW,Dadra and Nagar Haveli and Daman and Diu,2025,4,
2025-05-15,Coal,MW,Dadra and Nagar Haveli and Daman and Diu,2025,5,
2025-06-15,Coal,MW,Dadra and Nagar Haveli and Daman and Diu,2025,6,
2025-07-15,Coal,MW,Dadra and Nagar Haveli and Daman and Diu,2025,7,
2025-08-15,Coal,MW,Dadra and Nagar Haveli and Daman and Diu,2025,8,
2024-01-15,Oil & Gas,MW,Dadra and Nagar Haveli and Daman and Diu,2024,1,
2024-02-15,Oil & Gas,MW,Dadra and Nagar Haveli and Daman and Diu,2024,2,
2024-03-15,Oil & Gas,MW,Dadra and Nagar Haveli and Daman and Diu,2024,3,
2024-04-15,Oil & Gas,MW,Dadra and Nagar Haveli and Daman and Diu,2024,4,
2024-05-15,Oil & Gas,MW,Dadra and Nagar Haveli and Daman and Diu,2024,5,
2024-06-15,Oil & Gas,MW,Dadra and Nagar Haveli and Daman and Diu,2024,6,
2024-07-15,Oil & Gas,MW,Dadra and Nagar Haveli and Daman and Diu,2024,7,
2024-08-15,Oil & Gas,MW,Dadra and Nagar Haveli and Daman and Diu,2024,8,
2024-09-15,Oil & Gas,MW,Dadra and Nagar Haveli and Daman and Diu,2024,9,
2024-10-15,Oil & Gas,MW,Dadra and Nagar Haveli and Daman and Diu,2024,10,
2024-11-15,Oil & Gas,MW,Dadra and Nagar Haveli and Daman and Diu,2024,11,
2024-12-15,Oil & Gas,MW,Dadra and Nagar Haveli and Daman and Diu,2024,12,
2025-01-15,Oil & Gas,MW,Dadra and Nagar Haveli and Daman and Diu,2025,1,
2025-02-15,Oil & Gas,MW,Dadra and Nagar Haveli and Daman and Diu,2025,2,
2025-03-15,Oil & Gas,MW,Dadra and Nagar Haveli and Daman and Diu,2025,3,
2025-04-15,Oil & Gas,MW,Dadra and Nagar Haveli and Daman and Diu,2025,4,
2025-05-15,Oil & Gas,MW,Dadra and Nagar Haveli and Daman and Diu,2025,5,
2025-06-15,Oil & Gas,MW,Dadra and Nagar Haveli and Daman and Diu,2025,6,
2025-07-15,Oil & Gas,MW,Dadra and Nagar Haveli and Daman and Diu,2025,7,
2025-08-15,Oil & Gas,MW,Dadra and Nagar Haveli and Daman and Diu,2025,8,
2024-01-15,Nuclear,MW,Dadra and Nagar Haveli and Daman and Diu,2024,1,
2024-02-15,Nuclear,MW,Dadra and Nagar Haveli and Daman and Diu,2024,2,
2024-03-15,Nuclear,MW,Dadra and Nagar Haveli and Daman and Diu,2024,3,
2024-04-15,Nuclear,MW,Dadra and Nagar Haveli and Daman and Diu,2024,4,
2024-05-15,Nuclear,MW,Dadra and Nagar Haveli and Daman and Diu,2024,5,
2024-06-15,Nuclear,MW,Dadra and Nagar Haveli and Daman and Diu,2024,6,
2024-07-15,Nuclear,MW,Dadra and Nagar Haveli and Daman and Diu,2024,7,
2024-08-15,Nuclear,MW,Dadra and Nagar Haveli and Daman and Diu,2024,8,
2024-09-15,Nuclear,MW,Dadra and Nagar Haveli and Daman and Diu,2024,9,
2024-10-15,Nuclear,MW,Dadra and Nagar Haveli and Daman and Diu,2024,10,
2024-11-15,Nuclear,MW,Dadra and Nagar Haveli and Daman and Diu,2024,11,
2024-12-15,Nuclear,MW,Dadra and Nagar Haveli and Daman and Diu,2024,12,
2025-01-15,Nuclear,MW,Dadra and Nagar Haveli and Daman and Diu,2025,1,
2025-02-15,Nuclear,MW,Dadra and Nagar Haveli and Daman and Diu,2025,2,
2025-03-15,Nuclear,MW,Dadra and Nagar Haveli and Daman and Diu,2025,3,
2025-04-15,Nuclear,MW,Dadra and Nagar Haveli and Daman and Diu,2025,4,
2025-05-15,Nuclear,MW,Dadra and Nagar Haveli and Daman and Diu,2025,5,
2025-06-15,Nuclear,MW,Dadra and Nagar Haveli and Daman and Diu,2025,6,
2025-07-15,Nuclear,MW,Dadra and Nagar Haveli and Daman and Diu,2025,7,
2025-08-15,Nuclear,MW,Dadra and Nagar Haveli and Daman and Diu,2025,8,
2024-01-15,Hydro,MW,Dadra and Nagar Haveli and Daman and Diu,2024,1,
2024-02-15,Hydro,MW,Dadra and Nagar Haveli and Daman and Diu,2024,2,
2024-03-15,Hydro,MW,Dadra and Nagar Haveli and Daman and Diu,2024,3,
2024-04-15,Hydro,MW,Dadra and Nagar Haveli and Daman and Diu,2024,4,
2024-05-15,Hydro,MW,Dadra and Nagar Haveli and Daman and Diu,2024,5,
2024-06-15,Hydro,MW,Dadra and Nagar Haveli and Daman and Diu,2024,6,
2024-07-15,Hydro,MW,Dadra and Nagar Haveli and Daman and Diu,2024,7,
2024-08-15,Hydro,MW,Dadra and Nagar Haveli and Daman and Diu,2024,8,
2024-09-15,Hydro,MW,Dadra and Nagar Haveli and Daman and Diu,2024,9,
2024-10-15,Hydro,MW,Dadra and Nagar Haveli and Daman and Diu,2024,10,
2024-11-15,Hydro,MW,Dadra and Nagar Haveli and Daman and Diu,2024,11,
2024-12-15,Hydro,MW,Dadra and Nagar Haveli and Daman and Diu,2024,12,
2025-01-15,Hydro,MW,Dadra and Nagar Haveli and Daman and Diu,2025,1,
2025-02-15,Hydro,MW,Dadra and Nagar Haveli and Daman and Diu,2025,2,
2025-03-15,Hydro,MW,Dadra and Nagar Haveli and Daman and Diu,2025,3,
2025-04-15,Hydro,MW,Dadra and Nagar Haveli and Daman and Diu,2025,4,
2025-05-15,Hydro,MW,Dadra and Nagar Haveli and Daman and Diu,2025,5,
2025-06-15,Hydro,MW,Dadra and Nagar Haveli and Daman and Diu,2025,6,
2025-07-15,Hydro,MW,Dadra and Nagar Haveli and Daman and Diu,2025,7,
2025-08-15,Hydro,MW,Dadra and Nagar Haveli and Daman and Diu,2025,8,
2024-01-15,Solar,MW,Dadra and Nagar Haveli and Daman and Diu,2024,1,46.47
2024-02-15,Solar,MW,Dadra and Nagar Haveli and Daman and Diu,2024,2,46.47
2024-03-15,Solar,MW,Dadra and Nagar Haveli and Daman and Diu,2024,3,46.47
2024-04-15,Solar,MW,Dadra and Nagar Haveli and Daman and Diu,2024,4,46.46
2024-05-15,Solar,MW,Dadra and Nagar Haveli and Daman and Diu,2024,5,46.46
2024-06-15,Solar,MW,Dadra and Nagar Haveli and Daman and Diu,2024,6,46.46
2024-07-15,Solar,MW,Dadra and Nagar Haveli and Daman and Diu,2024,7,46.46
2024-08-15,Solar,MW,Dadra and Nagar Haveli and Daman and Diu,2024,8,46.46
2024-09-15,Solar,MW,Dadra and Nagar Haveli and Daman and Diu,2024,9,48.12
2024-10-15,Solar,MW,Dadra and Nagar Haveli and Daman and Diu,2024,10,48.12
2024-11-15,Solar,MW,Dadra and Nagar Haveli and Daman and Diu,2024,11,48.12
2024-12-15,Solar,MW,Dadra and Nagar Haveli and Daman and Diu,2024,12,48.12
2025-01-15,Solar,MW,Dadra and Nagar Haveli and Daman and Diu,2025,1,48.12
2025-02-15,Solar,MW,Dadra and Nagar Haveli and Daman and Diu,2025,2,48.12
2025-03-15,Solar,MW,Dadra and Nagar Haveli and Daman and Diu,2025,3,48.12
2025-04-15,Solar,MW,Dadra and Nagar Haveli and Daman and Diu,2025,4,48.12
2025-05-15,Solar,MW,Dadra and Nagar Haveli and Daman and Diu,2025,5,97.9
